Grade,Chapter,Context,Question,CorrectAnswer,UniquePart,Difficulty
11,World Wars and Conventions,Japan bombed Colombo on o5th April 1942.,"What event occurred on April 5th, 1942?",Japan bombed Colombo.,Japan bombed Colombo,Medium
11,World Wars and Conventions,Because the final warning issued to already losing Japan by allied forces was ignored... USA attacked Hiroshima on 06th August...,Why did the USA attack Hiroshima?,Because the final warning issued to already losing Japan by allied forces was ignored.,Final warning ignored,Medium
11,World Wars and Conventions,"...USA attacked Hiroshima on 06th August, 1945.",What was the date of the USA's attack on Hiroshima?,"August 6, 1945.",6-Aug-45,Hard
11,World Wars and Conventions,...more than one hundred thousand people died.,How many people died in the Hiroshima Bomb?,More than one hundred thousand people died.,More than one hundred thousand,Easy
11,World Wars and Conventions,Many more generations became ill due to the harmful effects of radiation.,What happened to many more generations due to the effects of radiation?,They became ill.,They became ill.,Easy
11,World Wars and Conventions,World War II came to an end when the emperor Hirohito of Japan agreed to surrender under no conditions...,Who agreed to surrender Japan under no conditions to end World War II?,Emperor Hirohito.,Emperor Hirohito.,Medium
11,World Wars and Conventions,"The axis powers that included Germany, Italy and Japan were defeated in World War II.",Who were the main axis powers defeated in World War II?,"Germany, Italy, and Japan.",Axis powers defeated,Medium
11,World Wars and Conventions,It is believed that more than 50 million people died in this war.,How many people are believed to have died in this war?,More than 50 million people.,More than 50 million,Easy
11,World Wars and Conventions,France and Britain who were world leaders lost their positions and their imperialist concepts were broken down.,Who lost their positions and imperialist concepts were broken down?,France and Britain.,France and Britain.,Easy
11,World Wars and Conventions,"As a result, colonies of Britain and France such as Sri Lanka, India and Indo China got independence.",which groups of nations gained the opportunity to obtain independence due to the weakening of colonial powers?,Asian and African countries.,Asian and African countries.,Medium
11,World Wars and Conventions,"This aid program was named Martial Plan after the state secretary of USA, John Martial.",What was the name of the economic aid program initiated by the USA to help rebuild European countries after World War II?,"""Martial Plan""","""Martial Plan""",Medium
11,World Wars and Conventions,USA and Russia became the two central powers of the world after the world war.,Who emerged as the two central powers of the world after the World War?,The USA and Russia.,The USA and Russia.,Easy
11,World Wars and Conventions,USA became the protector of democracy.,which nation became the protector of democracy?,The USA.,Protector of democracy.,Easy
11,World Wars and Conventions,...Soviet Russia became the protector of socialism.,which nation became the protector of socialism after the Russian Revolution?,Soviet Russia.,Soviet Russia,Medium
11,World Wars and Conventions,This is called the Cold War or Weaponless War.,What is the term used to describe a war without the use of weapons?,The Cold War or Weaponless War.,Cold War,Medium
11,World Wars and Conventions,Basic strategies employed here were; ¢ using spy services...,What were the basic strategies employed in the given context?,Using spy services.,Using spy services,Medium
11,World Wars and Conventions,"After World War II, Asian and African countries got the opportunity of obtaining independence getting freed from colonization.",What happened to Asian and African countries after World War II?,"They got the opportunity of obtaining independence, getting freed from colonization.",got independence,Easy
11,World Wars and Conventions,"Therefore, they established the Non-Aligned Movement with the intention of being impartial without going with either of the central powers.",What was the purpose of establishing the Non-Aligned Movement?,To be impartial without aligning with either of the central powers.,Impartial without aligning,Medium
11,World Wars and Conventions,"After World War II, Asian and African countries got the opportunity of obtaining independence getting freed from colonization... Therefore, they established the Non-Aligned Movement with the intention of being impartial without going with either of the central powers. It was established in 1961.",In what year was the Non-Aligned Movement officially established to provide a platform for impartial nations?,1961,1961,Easy
11,World Wars and Conventions,"The late Indian Prime Minister, Sri Jawaharlal Nehru was a pioneering leader of this movement.",Who was a pioneering leader of the Indian independence movement?,Sri Jawaharlal Nehru.,Sri Jawaharlal Nehru.,Medium
11,World Wars and Conventions,"The then president of Yugoslavia, Marshal Tito and Egyptian president Abdul Gamal Nasser too had worked hard for this organization.",which two international leaders are recognized for their significant efforts in establishing the Non-Aligned Movement?,Marshal Tito and Egyptian president Abdul Gamal Nasser.,Marshal Tito and Nasser,Hard
11,World Wars and Conventions,...signed the Atlantic convention in August 1941.,Which two world leaders signed the Atlantic Convention in August 1941 to establish the goals of the Allied forces?,British Prime Minister Winston Churchill and USA President Franklin Roosevelt.,Winston Churchill and Franklin Roosevelt.,Easy
11,World Wars and Conventions,This document... focused its attention on receiving international support for peace and paying attention to protecting the independence and sovereignty of nations.,What was the main focus of the Atlantic Convention signed by Churchill and Roosevelt in 1941?,Protecting the independence and sovereignty of nations and receiving international support for peace.,Protecting independence and sovereignty,Medium
11,World Wars and Conventions,...names of 26 nations who fought against axis powers were declared in January 1942 in Washington.,Where were the names of 26 nations who fought against the Axis powers declared in 1942?,Washington.,Washington.,Easy
11,World Wars and Conventions,The term United Nations was first used here to name those nations [26 nations who fought against axis powers].,What was the term used to name the nations that fought against the Axis powers?,The term 'United Nations' was used.,'United Nations',Medium
11,World Wars and Conventions,...conducted discussions in Moscow about establishing an international organization for peace.,What was the topic of discussion in Moscow?,Establishing an international organization for peace.,Establishing an international organization for peace.,Easy
11,World Wars and Conventions,"...the three central powers of the world, ¢ USA President, Franklin Roosevelt ¢ British Prime Minister, Winston Churchill ¢ Russian leader Joseph Stalin",Who were the three central leaders of the world during World War II?,"Franklin Roosevelt, Winston Churchill, and Joseph Stalin.","Franklin Roosevelt, Winston Churchill, and Joseph Stalin.",Medium
11,World Wars and Conventions,...a discussion was held in June 1945 in San Francisco of USA for designing the United Nations Convention...,Where was a discussion held in June 1945 to design the United Nations Convention?,"San Francisco, USA.",San Francisco USA,Medium
11,World Wars and Conventions,"The United Nations organization was officially started in 24 October, 1945...",When was the United Nations organization officially started?,"On October 24, 1945.",24-Oct-45,Medium
11,World Wars and Conventions,¢ Maintaining international peace and security. ¢ Developing friendship among nations.,What are the two main goals of international relations?,"Maintaining international peace and security, and developing friendship among nations.",International peace and security,Medium
11,World Wars and Conventions,...started its functioning by establishing the Atomic Energy Commission.,What was the first official step taken by the United Nations to begin its operations and ensure world safety?,Establishing the 'Atomic Energy Commission.',Establishing the 'Atomic Energy Commission.',Medium
11,World Wars and Conventions,"USA attacked Hiroshima on 06th August, 1945 and Nagasaki on 09th August with atomic bombs. The two cities were destroyed in a few seconds and more than one hundred thousand people died.",What specific weapon caused the sudden destruction of Hiroshima and Nagasaki in 1945?,Atomic bombs.,Atomic bombs.,Easy
11,World Wars and Conventions,Cold war which was carried out without weapons was called the Cold Warù or weaponless war.,What was the name of the war that was fought without the use of weapons?,"The ""Cold War"" or weaponless war.","""Cold War""",Medium
11,World Wars and Conventions,"The president of Egypt, Abdul Gamal Nasser peoplised the Suez Canal...",Who nationalized the Suez Canal?,Abdul Gamal Nasser.,Suez Canal nationalized.,Medium
11,World Wars and Conventions,"...they sent forces of Israel, Britain and France to Suez area.",Who were the countries that sent forces to the Suez area?,"Israel, Britain, and France.","""Israel, Britain and France""",Medium
11,World Wars and Conventions,"Based on an oil rig located in Iraq and Kuwait border, this conflict arose.",What was the location of the oil rig that sparked the conflict?,The oil rig was located in the Iraq and Kuwait border.,Iraq and Kuwait border,Medium
11,World Wars and Conventions,"the rebels were supported by USA, Russia placed missiles in Cuba so that USA could be attacked. Because of this USA surrounded Cuba and placed missiles in Turkey aiming at Russia. This conflict was settled by the general secretary of the United Nations.",Which international organization and its leadership were responsible for the diplomatic settlement of the Cuban Missile Conflict?,The United Nations.,United Nations mediated,Easy
11,World Wars and Conventions,Those who escaped to USA from Cuba during the Cuban Revolution got armed training in USA and came back to Cuba armed against the Fidel Castroís government.,who was the head of the Cuban government against whom the US-supported rebels were fighting?,Fidel Castro.,Fidel Castro.,Medium
11,World Wars and Conventions,"the rebels were supported by USA, Russia placed missiles in Cuba so that USA could be attacked. Because of this USA surrounded Cuba and placed missiles in Turkey aiming at Russia. This conflict was settled by the general secretary of the United Nations.",what strategic action did Russia take in response to US support for rebels?,Russia placed missiles in Cuba.,Russia placed missiles,Medium
11,World Wars and Conventions,This conflict was settled by the general secretary of the United Nations.,Who resolved the conflict in the United Nations?,The general secretary of the United Nations.,General secretary of the United Nations.,Medium
11,World Wars and Conventions,...the Security Council of United Nations mediates to settle the matter.,What is the role of the Security Council in resolving international conflicts?,The Security Council of the United Nations mediates to settle the matter.,Security Council mediates,Medium
11,World Wars and Conventions,...the main responsibility of international peace and security lies in the hands of the Security Council.,Who is responsible for maintaining international peace and security?,The Security Council.,Security Council,Easy
11,World Wars and Conventions,...imposing economic restrictions and taking military actions if necessary against invaders.,What measures would a country take to protect its sovereignty?,Imposing economic restrictions and taking military actions if necessary against invaders.,Economic and military actions,Medium
11,World Wars and Conventions,...the United Nations Commissions are sent to investigate them.,What is the purpose of the United Nations Commissions?,The purpose of the United Nations Commissions is to investigate certain issues or situations.,investigate certain issues or situations.,Medium
11,World Wars and Conventions,The peace keeping force of the United Nations is employed to control the situation...,What is the purpose of the United Nations' peacekeeping force?,The purpose of the United Nations' peacekeeping force is to control the situation.,"""control the situation""",Medium
11,World Wars and Conventions,The main function of the Security Council is to probe into conflicts that could be a threat to international peace and security and forward proposals to settle them peacefully.,What is the primary responsibility of the Security Council?,To probe into conflicts that could be a threat to international peace and security and forward proposals to settle them peacefully.,International peace and security,Medium
11,World Wars and Conventions,1. The General Assembly 2. The Security Council 3. The Economic and Social Council 4. The Trusteeship Council 5. The International Court of Justice 6. The Secretariat are six main organ of the United Nations,What are the six main organs of the United Nations?,"The six main organs of the United Nations are the General Assembly, the Security Council, the Economic and Social Council, the Trusteeship Council, the International Court of Justice, and the Secretariat.","General Assembly, the Security Council, the Economic and Social Council, the Trusteeship Council, the International Court of Justice, and the Secretariat.",Medium
11,World Wars and Conventions,The General assembly represents the world through its 193 member countries.,How many member countries are in the General Assembly,193,193,Easy
11,World Wars and Conventions,"The general assembly of this council is held in September, every year.",When is the general assembly of this council held?,Every year in September.,Every year in September.,Easy
11,World Wars and Conventions,All members are equal in this council. Every member country has a vote. Main duties and powers of the General Assembly are as follows: Discussion of all matters regarding international peace and security and presenting recommendations on them.,What is the fundamental principle of voting in the General Assembly to maintain its status as an equal council?,Every member country has a vote.,Every member country has a vote.,Easy
11,World Wars and Conventions,"The General Assembly is the main deliberative body of the UN. Beyond discussing international peace, its primary duty is to look after the well-being of the world. It achieves this by presenting proposals for the promotion of fields such as economic, health, and human rights of member countries, ensuring that every nation has a path toward development and justice.",what is the main objective of the proposals presented by the General Assembly,"The main objective is to promote and support the development of Economic, Health, and Human Rights fields across all member nations.","The main objective is to promote and support the development of Economic, Health, and Human Rights fields across all member nations.",Hard
11,World Wars and Conventions,The main administration body of the United Nations is the Secretariat.,What is the main administration body of the United Nations?,The main administration body of the United Nations is the Secretariat.,Secretariat.,Easy
11,World Wars and Conventions,"New York city of USA acted as a major shipping hub, handling troops and one-third of materiel sent overseas during World War II","What city acted as a major shipping hub, handling troops and one-third of materiel sent overseas during World War II?""",New York city of USA.,New York city,Easy
11,World Wars and Conventions,...secretary-general appointed for a period of 5 years...,How long is the term of the secretary-general?,5 years.,5 years.,Easy
11,World Wars and Conventions,"The secretary- general has the power to forward any matter he believes that would be a threat to international peace and security, to the Security Council.",What is the power of the Secretary-General in the United Nations?,The Secretary-General has the power to forward any matter he believes would be a threat to international peace and security to the Security Council.,"""forward any matter""",Medium
11,World Wars and Conventions,It was the skillful leader called Otto von Bismarck who created the country called Germany by making those small states united.,Who unified the small states to create the country of Germany?,Otto von Bismarck.,Otto von Bismarck,Medium
11,World Wars and Conventions,World Health Organization (WHO) [listed under The Economic and Social Council affiliates],What is the affiliation of the World Health Organization ?,The World Health Organization  is listed under The Economic and Social Council  affiliates.,WHO ECOSOC affiliate,Medium
11,World Wars and Conventions,"...one of their commuter ships, Lusitania was drowned by a German submarine.",Who was responsible for sinking the Lusitania?,A German submarine.,German submarine.,Medium
11,World Wars and Conventions,America joining the allied forces was one of the major reasons for the defeat of Germany.,What was one of the major reasons for the defeat of Germany during World War II?,America joining the allied forces.,America joining forces,Medium
11,World Wars and Conventions,This [The General Assembly] is formed by the representatives of all member countries of the United Nations Organization.,Who forms the General Assembly?,The representatives of all member countries of the United Nations Organization.,The representatives of all member countries of the United Nations Organization.,Medium
11,World Wars and Conventions,Germany was severely punished as the convict of the war.,Who was punished severely after the war?,Germany was punished,Germany ,Easy
11,World Wars and Conventions,"How Japan tried to build an empire in Asia... Japan captured... British colonies such as; Singapore, Malaysia...",What did Japan capture during its expansion in Asia?,British colonies such as Singapore and Malaysia.,British colonies,Medium
11,World Wars and Conventions,"Thus, a discussion was held in June 1945 in San Francisco of USA for designing the United Nations Convention...","What was the purpose of the discussion held in June 1945 in San Francisco, USA?",The purpose was to design the United Nations Convention.,United Nations Convention,Medium
11,World Wars and Conventions,"The president of Egypt, Abdul Gamal Nasser peoplised the Suez Canal... and Egyptian president Abdul Gamal Nasser too had worked hard for this organization [Non-Aligned Movement].",Who was the president of Egypt who nationalized the Suez Canal?,Abdul Gamal Nasser.,Abdul Gamal Nasser,Medium
11,World Wars and Conventions,"The president of Egypt, Abdul Gamal Nasser peoplised the Suez Canal...",Who nationalized the Suez Canal?,Abdul Gamal Nasser.,Abdul Gamal Nasser,Medium
11,World Wars and Conventions,"But the German emperor (Keizer) in 1887, King William II was not so satisfied. His aim was to establish a German empire...",What was King William II's aim in 1887?,His aim was to establish a German empire.,establish a German empire,Medium
11,World Wars and Conventions,This war which was carried out without weapons was called the Cold Warù or weaponless war.,What was the name given to a war that was fought without the use of weapons?,The Cold War.,Cold War,Medium
11,World Wars and Conventions,"The then president of Yugoslavia, Marshal Tito... too had worked hard for this organization [Non-Aligned Movement].",Who else worked hard for the Non-Aligned Movement?,"Marshal Tito, the then president of Yugoslavia.",Marshal Tito,Easy
11,World Wars and Conventions,Other important functions of the council [Security Council] are imposing economic restrictions...,What are some important functions of the Security Council?,Imposing economic restrictions is one of the important functions of the Security Council.,Imposing economic restrictions,Hard
11,World Wars and Conventions,Mussolini who captured power in Italy started hunting his enemies using the armed soldiers called Black Shirt Army.,Who used the 'Black Shirt Army' to hunt his enemies after capturing power in Italy?,Mussolini,Mussolini,Medium
11,World Wars and Conventions,"Winston Churchill, the British Prime Minister who considered the defeat of France an insult to Britain... He built a war front against Germany...",Who did Winston Churchill consider the defeat of an insult to?,an insult to Britain, Britain,Medium
11,World Wars and Conventions,World War II came to an end when the emperor Hirohito of Japan agreed to surrender...,Who agreed to surrender to end World War II?,The emperor Hirohito of Japan.,Emperor Hirohito of Japan,Medium
10,Sources of Studying History,"History is a subject which studies the past human activities. When we study the history of hundreds and thousands of years back, we find writings and various creations made by people who lived in those ages. They are called sources because information about past human activities can be extracted from them. The sources, which belonged to each different age, provide us a good understanding about those eras and their social backgrounds. Thus, when the information taken from those sources are studied logically, the history about peoples lives in each period is formed. As there are a number of sources which are available to study history, they are mainly divided into two; 1. Literary sources and 2. Archaeological sources. Literary sources are writings made during different time periods by the people who lived in the past. Relics, monuments, coins, inscriptions and various ruins which are unearthed from archaeological excavations and experiments are called archaeological sources.

1. Literary Sources: The literary sources used to study the history of Sri Lanka can be categorized into local literary sources and foreign literary sources. Local sources are texts written by Sri Lankans in the form of prose and poetry from about two thousand years ago. Foreign sources are books written by foreigners interested in Sri Lanka or those containing information about Sri Lanka.

Local Literary Sources: Deepawamsa is considered the oldest text, written in about 4th century A.D., consisting of historical information up to the end of King Mahasens ruling period and descriptions of the Buddhist order (Sasana). Mahawamsa was composed later as a historical chronicle with fewer mistakes than Deepawamsa. The first part was written by a Bhikku named Mahanama in about 5th or 6th century A.D. Other writers extended it as a continuous text. Mahawamsa is considered credible as events are substantiated by inscriptions. Wansattappakasini (Mahawamsa Teekawa) is an annotation written in Pali about four centuries later. Other examples include: Sandesha Kawya (Mayura, Thisara, Selalihini), Prashasthi Kawya (Perakumba Siritha), and Hatan Kawya (Seethawaka Hatana, Constantinu Hatana, Ingirisi Hatana). Buddhist religious texts include Bodhiwamasa, Thupawamsa, Dhatuwamsa, Poojawaliya, and Saddharmalankaraya. Nikaya Sangraha and Rajawaliya are important for the Gampola to Kotte period.

Foreign Sources: Many foreigners engaged in trade or travel wrote about Sri Lanka. Examples of accounts by those who visited: Fa-Hsien Thero (Account on Buddhist Kingdom), Iban Batuta (travelling accounts), Ribeiro (Ribeiro's Lanka History), Phillippus Baldaeus (The Sri Lankan Chronicle of Baldaeus), and Robert Knox (An Historical Relation of the Island Ceylon). Examples of records based on information from others: Greek sources (Aristotle, Megasthinis), Roman sources (Plini, Ptolemy's Geography and Map), and Chinese sources (Hsuan-Tsang Thero).

Uses of Literary Sources: 1. To prepare historical chronology. 2. To obtain information about political, economic, and social affairs. 3. To substantiate information with other sources. 4. To study international relations. Attention must be paid to the time of writing, the author, their objectives, and the facts' origin.

2. Archaeological Sources: These include epigraphy, coins, ruins, drawings, sculptures, and antiquities.

Epigraphy: Introduced as writings on stones (Shila), clay slabs, walls, copper plates, golden plates, wood, and urns. Inscriptions (Sellipi) are categorized by stone shape: cave, rock (Giri Lipi), pile (Tam Lipi), slab (Puwaru Lipi), and seat (Asana Lipi). The oldest are Brahmi inscriptions. Media examples: Galpotha inscription (stone), Sigiriya graffiti (walls), Panakaduwa copper plate of King Vijayabahu I (copper), and Vallipuram golden plate.

Coins: Used since the Anuradhapura era. Oldest are Kahapana (also called Purana and Dharana). Others include Swastika, Lakshmi, and golden Aka coins. Copper Thamba Massa was used during the Polonnaruwa kingdom. Numismatics is the study of ancient coins.

Ancient Ruins: Buildings, stupas, stone pillars, tanks, and ponds (e.g., Galpotha inscription by King Nisshankamalla). These show creative ability, technology, and water management.

Drawings, Sculpture and Antiquities: Frescoes in Sigiriya provide information on clothes, jewelry, and hairstyles. Antiquities help understand technology, foreign relations, and lifestyle. Archaeological sources are mostly contemporary to the events and help fill gaps in literary sources.",What are the two main categories of sources used to study history?,The two main categories of sources used to study history are literary sources and archaeological sources.,Literary and Archaeological,Easy
10,Sources of Studying History,"History is a subject which is linked with the study of sources. It could be studied with curiosity too. Therefore, one who studies history naturally tends to read books. Since the reader comes across with diverse facts, ideas, and opinions in reading books, his or her critical sense gets developed. Therefore, he or she tends to think of anything with a logical mind and this will help him or her to understand the problems properly. When the problems are understood properly, he or she will tend to find solutions to those problems creatively. Therefore, when one learns history, it helps him or her to develop his or her personality. Apart from these, one will gain the benefits given below by studying history. 1. Proper understanding of society and the world in which one lives. 2. Constructing future by understanding the present through the past experiences. 3. Recognizing the national identity. 4. Building up national reconciliation by loving humanity. 5. Respecting others cultures. 6. Tolerating different views.",How does studying history benefit an individual?,"It helps develop one's personality, understanding of society, and tolerance of different views, among other benefits.",Studying history benefits,Medium
10,Sources of Studying History,"When we consider the long history of Sri Lanka, expansion of ancient population, and the number of people who had lived in this country, what remains here for us as archaeological sources today is only the creations made of long lasting raw materials such as stone, metal and clay; or large scale creations such as tanks and canals. There is a possibility of these valuable sources getting destroyed due to speedy urbanization, expansion of settlements, constructing roads, constructing buildings, and agricultural activities happening in the country. Today we see historical places, monuments and antiquities because our ancestors had protected them. Therefore, it is a responsibility of the citizens of the country to protect them as the present generation. There are different types of ancient marks inscribed on the rocky surfaces in various areas in Sri Lanka. Among them various figures such as, Sun and Moon, Palmyra- fan, bow, arrow, conch, ox-hoof, tusker- step, figures of various animals are marks that show the ancient borders of areas; or they are an ancient form of communication as the present road signs. Some people dig out and destroy the places where there are these marks and moonstones, guard stones, stone pillars and other antiquities by misunderstanding that the treasures have been deposited in such places. These activities and other activities like scribbling and drawing pictures in historical places and on the antiquities will pave the way to destroy the antiquities. It is a punishable offence according to the law of the country. Therefore, you should be determined to protect the antiquities as the students who have understood the value of them. Important Facts Summary: The things that help learn history are called sources. Sources are divided into two as literary sources and archaeological sources. Books and documents belong to the literary source category and ruins and various antiques are archaeological sources. We can realize how our ancestors faced various experiences by learning history. Through that one can get the knowledge necessary to face the same problems at present. History of a country reflects the identity of the citizens who live in that country",What are the responsibilities of the citizens of Sri Lanka regarding ancient archaeological sources?,It is the responsibility of the citizens of the country to protect the ancient archaeological sources as the present generation.,Protect ancient archaeological sources,Medium
10,Ancient Settlements,"The period which was before the past that is described by the literary sources is commonly named as the pre-historic era. Two cultural stages belonged to the pre-historic era of Sri Lanka; the first one was the Stone Age which existed for a long time; the second was the period in which there was more tendency of man towards depending on herbal food, use of metals and the beginning of living in permanent settlements. Among these, the word prehistoric era is used to introduce the Stone Age and the word proto-historic era is used to introduce the second period.



Expansion of Settlements: Settlements in Sri Lanka were made by the early Homo Sapien man. Homo Sapien expanded his living in a wide geographical area by adapting himself to different climatic zones. Their main dependency method was gathering food by roaming and hunting. Evidence belonging to the Stone Age is found in Rathnapura gem mines (soil layers called lode about 90 feet deep) and the Iranamadu formation in the semi-arid zone. The community lived in 6 main environmental zones: (A) Semi-arid zone (B) Lowland dry zone (C) Lowland intermediate dry zone (D) Wet Zone (E) Mountainous dry intermediate zone (F) Arid zone. Rainfall levels decided these zones, affecting food and technology. For example, lowland wet zone communities used land oysters, while dry zone communities hunted deer and iguana.



Time Periods: Evidence from Pathirajawela (Hambanthota) is 125,000 years old. Bundala, Wellegangoda evidence is 80,000 years old. The Stone Age existed continuously from 125,000 years up to minimum 1800 B.C. Key dated sites: Pahiyangala (38,000 years), Kuruwita Batadombalena (28,000 years), Kitulgala Belilena (15,000 years), Bellanbendipelassa (12,000 years), Attanagoda Alulena (10,350 years), Maniyamgala (7,900 years), Sigiriya Pothana (5,800 years), Sigiriya Aligala (5,500 years), Udamalala (5,330 years), and Mathota (3,800 years).



Key Features of Settlements: They preferred areas with abundant water and stones for tools. They lived in open areas in the dry season and natural caves during rainy seasons. Habitations include: 1. Outdoor camps (Minihagalkanda, Bundala, Pathirajawela), 2. Lowland wet zone caves (Pahiyangala, Batadombalena, Kithulgala Beli Lena), 3. Lowland dry zone caves (Pothana, Aligala), 4. Outdoor camps in lowland wet zone (Bellanbendipelessa), 5. Hillside hunting places (Bandarawela, Horton plains).



Life Style: They lived a nomadic life in small groups (15-25 members, max 50). An area of 50 sq. m was enough for 5 members. Dead bodies were sometimes buried inside caves or in pits covered with garbage. 12 skeletons were found in Belilena, 30 in Bellanbendipelessa, and 9 in Pahiyangala.



Food Style: They hunted animals like gaur, buffalo, black bear, wild boar, deer, porcupine, hare, and monkeys. They ate fresh water fish and land snails/oysters. To get starch, they ate wild breadfruit (baked 12,500 years ago in Kithulgala), wild plantains, yams (Gonala, Katuala), and seeds of Kithul. They traveled to coastal areas to get salt.



Technology: Stone tools are the primary evidence. Geometric micro stone tools (not more than 4.5 cm) were made of quartz and 'Kahanda' stones. These were used for hunting, cutting, scratching, and digging. Granite was used for hammers and grinding stones.



Physical Body and Rituals: Average male height was 174 cm; female 166 cm. Brain size was 1600 cm¬≥ (male) and 920 cm¬≥ (female). Lifespan was 35-40 years. Rituals included painting skeletons with red ochre (Rawana Ella and Pahiyangala), suggesting secondary burial practices. Biological similarities exist between Stone Age people and the Vedda community.",What was the average height of the Stone Age people in Sri Lanka?,"The average male height was 174 cm, and the average female height was 166 cm.",Average height,Medium
10,Ancient Settlements,"The period between the end of the prehistoric era and the beginning of the historic era is named as the proto-historic era. Technologically, this was an era of transition. It is differentiated from the prehistoric era by several facts: the use of burnt pots, a methodical burial system, and the replacement of stone tools with iron technology. This age is also called the proto-historic Iron Age or the early Iron Age. This period saw the beginning of building permanent settlements and the start of agriculture.



The Origin of the Proto-historic Era: The transition from stone tools and nomadic hunting to iron use and plant-based dependency was likely caused by long-term geographical and climatic changes. Between 7000  4500 B.C. (Holocene era), a temperature increase following the Ice Age created an environment suitable for agriculture, leading to population growth and a new social style. The oldest proof of this era in Sri Lanka dates to 2400 B.C., with significant evidence found in Sabaragamuwa and Uva provinces.



Burial Traditions: Megalithic burials are a prominent source for studying this culture. Cist burials (stone splinters shaped as squares and covered with huge stone slabs containing pots of human remains) have been excavated at Ibbankatuwa (near Dambulla), Galsohonkanaththa (Yapahuwa), and Yatigalpoththa (Galewela), dating between 750 and 450 B.C. Urn burials involve remains deposited in clay urns. In Beragala and Haldummulla, a unique method involved clay tub burials or boat-shaped tubs where human skeletons were cremated, causing the clay tubs to be well-burnt and preserved.



The Nature of the Settlements: People abandoned nomadic hunting for sedentism (permanent settlements). A rectangular house (10.20m X 6.80m) discovered in Udaranchamadama (Rathnapura district) in 2009 provides key evidence. It featured wattle and daub walls, an 'Iluk' thatched roof, and internal partitions.



Life Style: Excavations in Udaranchamadama revealed houses from 3000 years ago containing painted potsherds (red lines on a white background) made using a potters wheel. Kitchen tools included both stone and iron tools, suggesting iron was a new experience. Remains of deer, cattle, wild boar, and giant squirrel indicate that while they practiced agriculture, they had not abandoned hunting. Evidence of personal beautification includes clay beads, an iron stick for applying kohl to eyes, and ochre stones (yellow and red) used for body coloring along with grinding stones.



Technology: This era marked the transition from stone to metal technology and advanced pottery. Iron allowed for efficient clearing of jungles, digging, and ploughing. House-building technology evolved, including sinking-resistant foundations and leveled walls. The presence of clay beads indicates a highly skillful beads-making technology.",What was the primary cause of the transition from stone tools to iron technology in the proto-historic era?,Long-term geographical and climatic changes.,Transition to iron technology,Medium
10,Ancient Settlements,"The early historical period was between 450 B.C. and 300 A.D. During this time, the expansion of small village tanks served as the main index for settlement growth. Most settlements were located close to a tank, typically at one end of the tank bund.



Factors Influencing Expansion: Geophysical factors such as annual rainfall (10001250 ml in the dry zone), fertile red-brown soil, and natural drainage were prominent. Settlements initially expanded outside overflowing river valleys because early people lacked the technology to control catastrophic annual floods. It was not until the end of the 1st century B.C. or 1st century A.D. that technology like anicuts (Avarana/Amuna) allowed for flood control and water diversion to tanks. For example, King Ilanaga (3343 A.D.) built an anicut across the Kirindi River.



Structure and Nature of Settlements: Independent settlements centralized around rain-fed tanks were called Vapigama (e.g., Sumanavapigama). Villages were often separated by jungle belts. Specific professional villages included: 1. Kasikaragama (farmers), 2. Manikaragama (gem miners), 3. Gopalagama (cowherds), 4. Kewattagama (fishermen), 5. Kumbhakaragama (potters), and 6. Vadtakigama (carpenters). Other types included Pattanagama (harbour villages), Niyamgam (trading villages), and Olagam (deserted villages). Small villages were roughly 0.15 hectares with 56 families, while urban settlements exceeded 2 hectares. By the 6th century A.D., Magama had a population of 35,000. Fenced villages were known as Parikkitta Gam.



Urban and Administrative Organization: Large urban settlements were called Pura (e.g., Anuradhapura/Nurupura). Architects were known as Pura Kamatha. Intermediate settlements between cities and villages were called Nakara or Nagara. Administratively, a family was represented by a chief householder known as ""Gahapathi"". A village chief was called Gamika or Gramika. Issues involving groups of ten villages were solved by a panel called Dasa Gam Eththan.



Housing and Subsistence: Excavations in Anuradhapura and Tissamaharamaya reveal houses with round or square foundations, wattle and daub walls, and thatched roofs. In Walagampaththuwa, a 3rd-century A.D. house featured a clay-applied floor. For subsistence, people initially relied on chena cultivation of drought-resistant crops like Kurakkan, Meneri, sesame, and Thanahal. As the population grew, they transitioned into river valley settlements and more intensive tank-based agriculture.",What were the early people's reasons for settling outside overflowing river valleys?,Early people lacked the technology to control catastrophic annual floods.,Early people lacked technology,Medium
