input_text,target_text
"task: narrate
chapter: 5. Social Changes in Sri Lanka   under the British
topic: Disadvantages of the British Reign
source: Though there were some advantages of being a colony of British there were many problems by the time Sri Lanka received independence after being exploited for 133 years by a foreign empire. Although some citizens became wealthy during this period the majority of the people were touching the depth of poverty when independence was won. Thus, there was a vast disparity in distribution of income and an immediate need had arisen to increase public service and welfare. Some more disadvantages of staying a colony are;  spreading of western culture and deterioration of indigenous culture  spreading of alcohol consumption  emergence of a landless social group  downfall of self sufficient economic system and losing of indigenous knowledge  destruction of useful institutions such as village councils (Gamsabha)","Despite some benefits during 133 years of British colonial rule, Sri Lanka suffered major disadvantages: 1. Income inequality (wealthy few vs. widespread poverty). 2. Need for expanded public services,welfare. 3. Spread of Western culture ? erosion of indigenous traditions. 4. Rise in alcohol consumption. 5. Creation of landless class (due to land sales,plantations). 6. Collapse of self-sufficient village economy ? loss of traditional knowledge. 7. Destruction of institutions like Gamsabha (village councils)."
"task: emotion
chapter: 7. Significant Revolutions in the World
topic: French Revolution
source: The uprising of the French people against the monarchy of France in 1789 and the establishment of a new ruling system is called the French revolution... [full text on Frances 18th-century glory (trade,industry,intellectuals) vs. weak Bourbon monarchy (Louis XVI); political (absolute power, Bastille symbol, luxurious Versailles, distant king,Marie Antoinette, corrupt administration,intendants); social (feudal three estates: clergy,aristocrats privileged, middle class educated but powerless, peasants 92% burdened); economic (bankruptcy from wars,luxury, unfair taxes: Taille,Gabelle,Capitation, regional disparities); philosophical (Montesquieu separation of powers, Voltaire free speech,church criticism, Rousseau social contract,sovereignty); events (States General 1789 crisis, Third Estate National Assembly, Tennis Court Oath, Bastille July 14 1789, king,queen executed); results (human rights focus 1791 declaration: equality,freedom,brotherhood, monarchy fall, farmer,laborer relief, political instability ? Napoleon 1799).]",defiant
"task: narrate
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Protecting the Environment
source: If the members in any society need to maintain their society in a desirable manner they should protect their environment. We have to face numerous adversaries if the environment is destroyed. There is the danger of getting shortage of water due to cutting trees. Crops may be less productive due to infertility of soil as a result of soil erosion. All these bad results have to be borne up by ourselves. Our ancient rulers who were constantly conscious of the importance of protecting the environment, acted to impose laws on that. In the Anuradhapura plate inscription, made by king Mihindu IV, an order had been given forbidding clearing forests on high lands. There is a possibility of eroding soil and land slides due to clearing the forest on high lands. On the other hand it is a direct cause for drying water sources. There is an inscription, made by king Udaya III (935  938 A.D.), at a place called Buddhannehela in Anuradhapura. In that inscription there is a note as Wal Wala Dandupath Nokapanu Isa. Its meaning is that trees in the forests should not be cut. According to the rules in the Kondawattawan inscription, made by king Kashyapa V, government officers had been ordered to act ","A sustainable society depends on protecting the environmentdeforestation causes water shortages and soil erosion, reducing crops. Ancient Sri Lankan kings enforced strict laws: Mihindu IV banned clearing highland forests to prevent landslides and drying springs; Udaya III (935938 AD) forbade cutting forest trees (Wal Wala Dandupath Nokapanu Isa, Buddhannehela inscription); Kashyapa V ordered officials to follow rules for tree,wood management (Kondawattawan inscription). Laws also protected wild animals and soil. Ancient organized environmental protection shows wise, respectful citizenshipwe should follow their example of living in harmony with nature for thousands of years."
"task: narrate
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Finance and Exchange
source: Here, the exchange means the process of interchanging with an economic purpose. According to the information in the historical sources, the barter system was used in economic affairs in the most ancient era in this country. T he archaeologists believe that the circular shells made of clay, discovered from archaeological excavations, may have been used for exchange in economic affairs. The usage of coins in this country was started in about 250 B.C. Those are a type of silver coins brought to this country by the merchants from the North India. The archaeologists name them ???? as Hasebu coins. Various symbols were engraved on these coins which were round, square and rectangular shapes. Those coins were brought to this country by the merchants who arrived here from India. T hese Hasebu coins have been named as Kahapana in the ancient inscriptions and Kahawanu in literature. This term derived from the word Karshapana in the Sanskrit language. T here is evidence that an independent coin was produced in this country either in the last half of the first century of B.C or in the first half of the first century of A.D. The coin on which the figures of an elephant and a Swastika w","Ancient Sri Lanka began with barter (goods swap) and possible clay shell tokens. Coins arrived ~250 BC as North Indian silver Hasebu,Kahapana (round,square,rectangular with symbols). Local coins from ~1st century BC,AD featured elephant-Swastika; kings issued coins via officers (Rupadaka). Gold by weight (Ran Kalan, e.g., Kashyapa IVs 200-piece donation). Foreign coins (Roman copper most common, also Chinese,Arabic,British; Dutch V.O.C.) valued by metal weight, paid harbor customs."
"task: sound_effects
chapter: 1.Industrial Revolution
topic: Beginning and Development of  the Industrial Revolution
source: The industrial revolution began towards the latter part of the 18th century in Britain. It was limited to Britain for about another half century. Yet, by the 19th century, the influence of the industrial revolution spread to the other countries in Europe and the rest of the world. Trade was the major reason for the emergence of the industrial revolution in Europe. When the situation of Europe in the 18th century is analyzed, it can be seen that France, Portugal and Spain other than Britain engaged themselves in colonization and extensive trade. Therefore, it is important to inquire into the reasons why such a revolution began in Britain. ? Reasons for the Emergence of the Industrial Revolution in Britain Financial and commercial affairs started developing in Europe since the 16th century and by the 18th century, Britain had surpassed some of the other leading European countries such as Holland, France, Portugal and Spain. As a result a wealthy class who could invest money on industries was created in that country. At the same time, there was a rapid growth in the population of Britain which resulted in a high demand for goods and in turn producing goods to meet the increasing deman","clinking_coins, bustling_market, gentle_wind, chime"
"task: sound_effects
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Social Organization in the Historical Era
source: Social organization means the nature of the relationships between the people and groups of that society which helps to maintain the sustainability of a particular society. It is a sociological concept. Anything becomes successful when it is organized. Society is no exception. When the social organization is unstable, its law, ethics and values get destroyed. As a result, that society becomes disharmonious. In the historical era, the intelligent and efficient rulers who ruled our country, constantly dedicated themselves to well organize the society of our country. Having an order in personal relationships is one of the major characteristics in a social organization. It is called hierarchy. There is a social hierarchy in a society. If it is a hierarchy in which the power goes down from up, it is called a vertical hierarchy. The order such as king, ministers, government officers, arranged in top down order is a good example for that. There are also structures with similar power in the society. In various institutions, the officers are equal. Such a structure is called a horizontal hierarchy. Ministers, army generals, treasurers are similar in power. Study chart 6.1 to understand the s","temple_bells, flowing_water, distant_market_chatter, soft_chant, gentle_wind, chime"
"task: sound_effects
chapter: 8.  World Wars and Conventions
topic: World War 2
source: We learned above that World War I ended by 1918 A.D. Another world war began to rise within two decades after World War I... [full text on WWII (19391945); causes: Hitlers rise (Weimar failure, inflation, 1929 depression, Mein Kampf, 1933 Chancellor ? dictatorship, Gestapo,SS, media abuse, ignored by West); Mussolini (Fascism 1922, economic failure, Abyssinia 1936); Japan (Manchuria 1931, League exit, China invasion); League weaknesses (U.S. absence, no enforcement, disunity, failed vs. Japan,Italy); participants (Allied: Britain,France,U.S.,USSR; Axis: Germany,Italy,Japan 1937); expansion (Hitler Poland 1939 ? Britain,France war, Denmark,Norway,Holland,Belgium,France 1940, Italy joins, Battle of Britain fail, Russia invasion 1941 disaster, Pearl Harbor 1941 ? U.S. entry); end (Germany surrender May 1945, Japan atomic bombs Hiroshima,Nagasaki Aug 1945); results: Axis defeat, 50M+ deaths, Holocaust, atomic horror, France,Britain decline, colonies independence, U.S.,USSR superpowers, Cold War (capitalist vs. socialist camps), Non-Aligned Movement 1961 (Nehru,Tito,Nasser).]","distant_air_raid_siren, exploding_bombs, gentle_wind, chime"
"task: emotion
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Representation of Women
source: In the ancient time the Sri Lankan society thought about women with respect and treated them with high regard. The facts regarding that can be substantiated through literary sources as well as archaeological sources. Women were given the opportunity to rule the country. This reflects the respect and the trust that our ancient society had placed on women. An inscription, found near the old Stupa named Neelagiri situated at a place called Lahugala, mentions a great queen named Chula Seewali. Queen Leelawathi ruled the country three times. When it is considered in common, the ancient women in this country were not oppressed with strict social bonds. There is no evidence in the literary sources which state that women had hindrances to do their activities freely. The Rasawahini, an old literary text, mentions a description of a woman who lived alone for three years until her husband returned from a foreign country where he did his trade affairs. Women were paid a special respect since the responsibility they held as mothers. The Rasawahini mentions, once, the Bhikkus said to Queen Vihara Maha Devi 'you possess wealth and a luxurious life because you had done meritorious deeds in your pr",respect
"task: narrate
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Social Organization in the Historical Era
source: Social organization means the nature of the relationships between the people and groups of that society which helps to maintain the sustainability of a particular society. It is a sociological concept. Anything becomes successful when it is organized. Society is no exception. When the social organization is unstable, its law, ethics and values get destroyed. As a result, that society becomes disharmonious. In the historical era, the intelligent and efficient rulers who ruled our country, constantly dedicated themselves to well organize the society of our country. Having an order in personal relationships is one of the major characteristics in a social organization. It is called hierarchy. There is a social hierarchy in a society. If it is a hierarchy in which the power goes down from up, it is called a vertical hierarchy. The order such as king, ministers, government officers, arranged in top down order is a good example for that. There are also structures with similar power in the society. In various institutions, the officers are equal. Such a structure is called a horizontal hierarchy. Ministers, army generals, treasurers are similar in power. Study chart 6.1 to understand the s","Social organization is the structured relationships sustaining society; instability destroys law, ethics, and harmony. Ancient Sri Lankan kings organized society through hierarchy. Vertical hierarchy: King (noble, virtuous, e.g., Kootakannatissa as Nara Isera) at top, then royal officers (Radkol Samdaru, origin of Radala). Buddhist clergy advised rulers and managed temple taxes (1st2nd centuries AD). Chieftains: Rich merchants, naval captains, doctors, teachers. Common people (Kudeen): Farmers (societys food base), shepherds, potters, gem cutters, blacksmiths, fishermen. Communication: Village officers relayed problems upward via traders,officers. Lowest: Slaveslineage (Anwayathadasa) or purchased (Dhanankeethadasa). Kings fostered social cohesion through righteous rule, protecting bonds for harmony."
"task: emotion
chapter: 8.Kandyan Kingdom
topic: Grade 10: Administrative Structure of the Kandyan Kingdom
source: The highest position of the administrative hierarchy of the Kandyan kingdom was held by the king. There were two Adikarams for the kings assistance. Politically, they were second only to the king. There was a royal council to discuss the important affairs of the kingdom. Adikarams, Disawes, Maha Lekams, and Badde Lekams participated in this council, which was headed by the king. The administration of the kingdom had been divided into several sections. Service in the palace (Maha Vasala Sevaya) was under the direct rule of the king; the provincial ruling structure (Rata Wasama) was afoot through Maha Adikarams, and under the supervision of the king; Maha Badda alias tax structure which was under the relevant sectional heads and administration of temples and Devalas were the major administrative sections. Kings Power : · The king was the one who possessed the highest power in the country. · Maintaining the peace in the country and providing protection were the kings major tasks. · The king was expected to act in accordance with the tradition and customs. · The king held the authority as the highest court in the country and had the power to order death sentence to a convict. · The ",order
"task: narrate
chapter: 3. Evolution of Political Power in Sri Lanka.
topic: Grade 10: The Concept of State
source: The king, created by the centralized political power, is an extremely powerful person. T herefore, the king had appeared before the people in a majestic form. The rulers thought their duty was developing the country economically, providing security to the countrymen, and enhancing spiritual development of the people. Providing security on the occasions of threats from foreign enemies, developing the economy by constructing irrigation and enhancing peoples spirituality by building religious places were some examples. The history provides evidence to prove how even kings such as Elara and Nisshankamalla, who had foreign origin, acted in the above described way and won the trust of the people. Different concepts about kingship developed according to the actions of the king and the way that they attempted to appear. Accordingly, concepts like Devathwa, Bodhisathwa, Parvatharaja, Veerathwa, and Chakravarthi were applied to the kings. Most frequently the king appeared either as a Bodhisathwa or as a god. The king Kutakanna Abhaya, who made the inscription in a rock in Dambulla temple, has introduced him by the name of Nareshvara (Naraisera). Its meaning is god Eeshwara for humans. Kin","In ancient Sri Lanka, centralized kingship created powerful rulers who appeared majestic, tasked with economic growth, security, and spiritual enhancement. Kings like Elara and Nisshankamalla, despite foreign origins, earned trust through irrigation, security, and religious support. Kings adopted titles like Devathwa (god-like, e.g., Kutakanna Abhaya as Nareshvara), Bodhisathwa (just ruler, inspiring trust), Parvatharaja (mountain king, e.g., Kashayapa I as Kuwera), or Chakravarthi (world dominator, e.g., Nisshankamalla as Kalinga Chakrawarthi). These titles showed superiority, encouraging exemplary rule. Kingship passed from father to son (e.g., Kawantissa to Dutugemunu, Vasabha to Vankanasikatissa) or brother to brother (e.g., Devanampiyatissa to his brothers), with conflicts like Kashayapas usurpation when succession deviated. The king, as Mahaparumaka or Maha Raja, led unified Parumakas post-centralization. King Dutugemunu (161137 BC) united the country, saved Mathota harbor, supported Buddhism, and organized Parumakas, showing statesmanship by honoring Elaras tomb and feeding workers at Ruwanweli Stupa. King Vasabha (67111 AD) built 16 large tanks, systematized taxes, divided provinces, and restored temples to meet South Indias grain demand. King Vijayabahu I (10551110 AD) defeated Chola rule, protected by Budhal Na in Ruhuna, restored temples, and shifted the capital to Polonnaruwa to leverage Trincomalees trade, ensuring territorial integrity and sovereignty."
"task: narrate
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Representation of Women
source: In the ancient time the Sri Lankan society thought about women with respect and treated them with high regard. The facts regarding that can be substantiated through literary sources as well as archaeological sources. Women were given the opportunity to rule the country. This reflects the respect and the trust that our ancient society had placed on women. An inscription, found near the old Stupa named Neelagiri situated at a place called Lahugala, mentions a great queen named Chula Seewali. Queen Leelawathi ruled the country three times. When it is considered in common, the ancient women in this country were not oppressed with strict social bonds. There is no evidence in the literary sources which state that women had hindrances to do their activities freely. The Rasawahini, an old literary text, mentions a description of a woman who lived alone for three years until her husband returned from a foreign country where he did his trade affairs. Women were paid a special respect since the responsibility they held as mothers. The Rasawahini mentions, once, the Bhikkus said to Queen Vihara Maha Devi 'you possess wealth and a luxurious life because you had done meritorious deeds in your pr","Ancient Sri Lankan society honored women with respect and freedom. Women ruled: Queens like Chula Seewali (Lahugala inscription) and Leelawathi (three reigns). Women lived independently (Rasawahini: wife alone 3 years during husbands trade). Motherhood revered (Vihara Maha Devi: true luxury in children). Marriage at 16; girls learned cookery (Madhupachika,Madhurahaththarasa for skilled cooks, e.g., Ashokamala). Leadership: Women as Parumakalu (e.g., Samana, wife of Nadika, Brahmanayagama inscription); donated property,caves (Thalatha Lakshmi gave half wealth, Kokebe 2nd century AD). Beauty: 1129 BC Udaranchamadama findskohl stick, ochre stones, clay bead; 700450 BC Ibbankatuwa necklace with Indian beads. No evidence of oppression; women free as sisters,mothers."
"task: emotion
chapter: 5. Social Changes in Sri Lanka   under the British
topic: Economic & Social Changes
source: The foundation of Sri Lanka's traditional social, economic and cultural systems runs back to the Anuradapura era... [full text on traditional self-sufficient village economy (Aththama, Gamsabha, rajakariya); Colebrooke reforms (1833) ? land sales, abolish rajakariya ? wage labor, end monopolies, indirect taxes, savings bank; plantation crops (coffee boom,collapse, cinchona,cocoa limited, tea success, coconut native-led, rubber late boom); emergence middle class (contractors,arrack,graphite,wholesale,retail,transport,coconut, English-educated professionals); labor class (Indian estate workers, local urban laborers, unions,strikes, E.A. Gunasinghe,Ceylon Workers Congress, LSSP,Natesa Aiyar); cultural changes (Western education,missionary schools, European influence via clubs,resorts, adoption of Western dress,customs,architecture,food).]",transformative
"task: emotion
chapter: 8.  World Wars and Conventions
topic: League of Nations Union
source: The necessity of establishing an international organization to avoid such wars and maintain peace and security in the world was highlighted in the peace talks held in Paris in 1919... [full text on League of Nations (Jan 10 1920, 42 founding members, Woodrow Wilson pioneer); objectives (peaceful conflict resolution, prevent wars, international harmony, protect small nations sovereignty,freedom, collective security); successes (prevented Sweden-Finland, Germany-Poland, Greece-Bulgaria, Iran-Turkey wars; refugee rehabilitation; mandate supervision; anti-slavery,drugs); failures (U.S. non-membership, no enforcement power,military, disunity among powers, ignored Germany exit, ineffective vs. Italy Abyssinia,Japan Manchuria, led to WWII).]",reflective
"task: narrate
chapter: 2.Establishment of British Power in Sri Lanka
topic: Protests against Foreign Domination
source: Although the people of the upcountry could escape the obstinate ruling of King Sri Wickrama Rajasinghe with the arrival of the British to the hill country in 1815, they did not have any partiality to the administration system that continued thereafter... [full text on 1818 struggle (reasons: loss of king,freedom, religion,culture attacks, aristocrat grievances, Doresami,Kappetipola leadership, British suppression,martial law, failure due to retaliation,weapon shortage,disorganization,false heir, effects: aristocrat punishment,rewards, British power consolidation 1818 proclamation); 1848 struggle (Colebrooke reforms effects: land policy,encroachment, Gam Sabha decline, judiciary distance, new taxes (guns,body,dogs,stamps), protests in Colombo,Kandy,Badulla,Matale, leaders Gongalegoda Banda,Puran Appu,Dingirala,Diyes, failure due to disorganization,British power, Torrington suppression, committee reforms, tax revisions, attention to Buddhism,farmers).]","1818 Uprising (Sept 1817Oct 1818): Reasonsloss of king,freedom, religion,culture threats, aristocrat attacks (e.g., kadwath badda tax cut, Hajji Marikkar appointment). Leaders: Doresami (false heir), Kappetipola, Madugalle, Pilimathalawwe. British response: martial law, village burning, executions (Kappetipola,Madugalle Nov 1818). Failure: British retaliation, disorganization, false heir exposure. Effects: Aristocrats punished,rewarded, 1818 proclamation strengthened British power. 1848 Uprising: Colebrooke reforms (land confiscation, Gam Sabha decline, distant judiciary, new taxes: guns,body,dogs,stamps,shop). Protests in Colombo,Kandy,Badulla,Matale; leaders Gongalegoda Banda (crowned Dambulla), Puran Appu. Suppression: Torrington martial law. Failure: disorganization,British military. Reforms: tax revisions, Buddhism,farmer attention."
"task: emotion
chapter: 5.The Ancient Science and Technology in Sri Lanka
topic: Grade 10: Water Management
source: Since the oldest settlements in our country had distributed in the dry zone, the major challenge that those people had to face was collecting sufficient water for agricultural activities and their day-to-day needs. The need of constructing tanks, ponds and canals arose on this ground. T he term water management is the most suitable one to name any strategy used to gather water. We can understand the nature of the marvellous knowledge of our scientists and engineers who lived in the ancient time by looking at activities that they have done for water management. Constructing large tanks  One of the great activities in our historical age was making large tanks. These large tanks were built based on multiple-facts such as making agricultural activities successful, controlling floods, and meeting the needs of the urban people. Constructing large scale tanks is a technical attempt with a very complex scientific knowledge. Some names of the large scale tanks constructed during the Anuradhapura era have been given below. After understanding their magnitude, you will easily realize the fact that how much of scientific knowledge is needed to construct and maintain such tanks after they ar",wonder
"task: emotion
chapter: 5. Social Changes in Sri Lanka   under the British
topic: Economic Changes
source: The foundation of Sri Lanka's traditional social, economic and cultural systems runs back to the Anuradapura era... [full text on traditional self-sufficient village economy (Aththama mutual help, Gamsabha, compulsory service,rajakariya); Colebrooke reforms (1833): land sales policy, civil servants in estates, abolish rajakariya ? wage labor class; end government monopoly (cinnamon,salt); direct ? indirect taxes (e.g. boat permits, uniform cash land tax); savings bank. Plantation development: Coffee boom (18331840s, high demand,profit, Indian labor, Barnes tax cuts); leaf disease 1869 collapse. Cinchona,cocoa failed. Tea success (1867 experiments, James Taylor, 400,000 acres 1894, high altitude provinces, transport,cheap labor). Coconut native expansion (Kurunegala,Chilaw,Gampaha, 65% local owners 1880, Lunuwila research). Rubber late boom (1877 intro, early 20th century motor vehicle demand, Kalutara ? Western,Sabaragamuwa,Southern,Central, Agalawatta research).]",transformative
"task: narrate
chapter: 8.  World Wars and Conventions
topic: World War 1
source: The war that spread throughout the world between 1914 and 1918 is named as World War I... [full text on WWI (19141918 global spread); causes: Franco-German enmity (1870 unification,war, Alsace-Lorraine); William IIs aggressive policy,armament; colonial competition; nationalism,racism; alliances (Central: Germany,Austria,Italy; Allied: Britain,France,Russia); Sarajevo assassination 1914 (Franz Ferdinand); war spread (Austria vs. Serbia ? Russia,Germany,France,Belgium,Britain); U.S. entry (Lusitania 1915); Central defeat; results: Allied victory, Versailles Treaty (Germany punished: compensation, armament limits, Alsace-Lorraine to France, colonies divided), monarchy falls (Germany,Austria-Hungary,Turkey), new nations (Finland,Poland,Czechoslovakia), economic ruin, League of Nations.]","WWI (19141918): global war from European spark. Causes: Franco-German rivalry (1870 war,Alsace-Lorraine), William IIs aggression,armament race, colonial competition, nationalism, alliances (Central: Germany,Austria,Italy; Allied: Britain,France,Russia), Sarajevo assassination (Franz Ferdinand 1914). Spread: Austria vs. Serbia ? Russia,Germany,France,Belgium,Britain. U.S. entry (Lusitania). Central defeat. Results: Versailles Treaty (Germany punished: reparations, disarmament, territory loss, colonies divided), monarchies fall, new nations emerge, economic devastation, League of Nations formed."
"task: emotion
chapter: 1.Sources of Studying History
topic: Grade 10: Classification of Sources
source: History is a subject which studies the past human activities. When we study the history of hundreds and thousands of years back, we find writings and various creations made by people who lived in those ages. They are called sources because information about past human activities can be extracted from them. The sources, which belonged to each different age, provide us a good understanding about those eras and their social backgrounds. Thus, when the information taken from those sources are studied logically, the history about peoples lives in each period is formed. As there are a number of sources which are available to study history, they are mainly divided into two; 1. Literary sources 2. Archaeological sources Books and documents written at different time periods by the people who lived in the past are considered literary sources. Relics, monuments, coins, inscriptions and various ruins which are unearthed from archaeological excavations and experiments are called archaeological sources. Next, lets discuss the above mentioned two types further using the sources which are helpful to study the history of Sri Lanka. 1. Literary Sources The literary sources, which can be used",neutral
"task: emotion
chapter: 6.Historical Knowledge and Its Practical Application
topic: Grade 10: Law and Tradition
source: The common principles formed by a society are very important to run a society. Those common principles later become the law. The principles which are formed by a society are of two types. Some of them are systems of written laws. Other social acceptances are traditional. The law and tradition control the anti-social behaviours of people for the benefit of the society. To protect the goodness of the society our intelligent rulers acted in accordance with law and tradition from ancient time. Our kings acted with good understanding to make laws, implement those laws and to supervise those laws when they are used practically. In the 9th century A.D this country was ruled by a royal lineage which belonged to the dynasty called Manawamma. The inscriptions inscribed by those kings, mention about law institutions of that time. In those inscriptions the two words Wadala and Sabhawa are found. In legal activities officers from Wadala and Sabhawa engaged in them. Here the word Wadala means the 'legislature', which is the parliament. In ancient time it was the kings court. In those inscriptions the word Sabhawa means the judiciary. The laws imposed in a country are implemented by ",justice
"task: sound_effects
chapter: 4. Political Changes in Sri Lanka under the British
topic: 1910 Reforms and Background
source: Demands of the Sri Lankan Middle Class During the 19th century a significant change occurred in the economy and the society due to the Colebrooke reforms... [full text on middle class demands 19081909 (James Peiris petition, Low Country Products Association,Chilaw,Jaffna Clubs): increase unofficial members, end nationalist representation, provincial elections, more Legislative Council power. McCallum opposed. 1910 Crew-McCallum Constitution (1912): Legislative Council 21 members (11 official, 10 unofficial: 6 nominated by ethnicity, 4 elected limited franchise2 Europeans, 1 Burgher, 1 educated Ceylonese). Ponnambalam Ramanathan elected educated member 1912. Temperance Movement 19121915 (protest new excise ordinance,toddy bars; middle class + religious activists; protests vs. government; suppression 1915 riots; leaders F.R.,D.S. Senanayake,D.B. Jayatilaka entered politics). Indian Nationalist influence (Gandhi,Nehru visits, Swarajya inspiration ? organized protests post-1915). Ceylon National Congress (Dec 1919, Ponnambalam Arunachalam president) united ethnic groups for political power. Manning Reforms 1920: Legislative Council 37 (14 official, 23 unofficial: 7 nominated, 16 ele","crowd_protest_chant, temple_bells, gentle_wind, chime"
"task: emotion
chapter: 2.Establishment of British Power in Sri Lanka
topic: Protests against Foreign Domination
source: Although the people of the upcountry could escape the obstinate ruling of King Sri Wickrama Rajasinghe with the arrival of the British to the hill country in 1815, they did not have any partiality to the administration system that continued thereafter... [full text on 1818 struggle (reasons: loss of king,freedom, religion,culture attacks, aristocrat grievances, Doresami,Kappetipola leadership, British suppression,martial law, failure due to retaliation,weapon shortage,disorganization,false heir, effects: aristocrat punishment,rewards, British power consolidation 1818 proclamation); 1848 struggle (Colebrooke reforms effects: land policy,encroachment, Gam Sabha decline, judiciary distance, new taxes (guns,body,dogs,stamps), protests in Colombo,Kandy,Badulla,Matale, leaders Gongalegoda Banda,Puran Appu,Dingirala,Diyes, failure due to disorganization,British power, Torrington suppression, committee reforms, tax revisions, attention to Buddhism,farmers).]",defiant
"task: emotion
chapter: 4. Political Changes in Sri Lanka under the British
topic: Donoughmore Constitution 1931
source: The Donoughmore Commission which was headed by Lord Donoughmore came to Sri Lanka in 1927 and got the views of the Sri Lankans... [full text on Donoughmore Commission 1927 ? 1931 Constitution: State Council 61 members; universal adult franchise (21+ males,females, no wealth,education qualification); Executive Committee system (7 committees,ministers: Home, Agriculture, Local Admin, Health, Education, Transport, Labour,Industry,Commerce); governor retained external affairs, finance, law portfolios; reduced governor power but officials controlled key areas. 1912 limited franchise ? 4% voters; 1931 universal franchise victory. Cabinet projects: agricultural villages, free education.]",hopeful
"task: emotion
chapter: 10. Sri Lanka and the Western World
topic: Grade 10: Sri Lanka and the Dutch
source: Holland is the motherland of the Dutch... [full text on Dutch arrival, VOC company 1602, alliance with Rajasinghe II, 1638 agreement, capture of Portuguese forts 16381658, Dutch betrayal (keeping forts), Rajasinghe IIs counter-attacks 16701675, peaceful policy afterward, cinnamon monopoly, conflicts under Keerthi Sri Rajasinghe (17611766 invasions, Matara,Negombo rebellions, 1766 peace pact losing coastal strip)]",resilient
"task: narrate
chapter: 10. Sri Lanka and the Western World
topic: Grade 10: Political Condition in Sri Lanka when the Portuguese Arrived
source: There was a commercial and military importance to Sri Lanka in the Asian affairs of the Europeans as Sri Lanka was a significant centre situated close to the sea trade routes in the Indian Ocean. The Portuguese, who had recognized this country as Seilan, knew that this country produced cinnamon of good standard. T herefore, the Portuguese paid their attention to Sri Lanka within a short time period after they had come to India. In the month of March in1505, the king of Portugal sent Francisco De Almeida appointing him as the viceroy in East. Finding Seilan (Sri Lanka) was one among the instructions that had been given to Almeida by the Portuguese ruler. His purpose was achieved when Lorenzo De Almeida, a son of Francisco De Almeida, reached this country accidentally after being caught in a tempest. When Lorenzo De Almeida arrived in this country in 1505, there was a conducive background set for a foreign invasion as there was not a political unity in Sri Lanka. Though king Parakramabahu VI had united the country and created a political stability by establishing Kotte Kingdom, that unity collapsed after a certain time of his demise. Therefore, when the Portuguese arrived, there were","When Portuguese arrived (1505, Lorenzo de Almeida), Sri Lanka lacked unity: Kotte (largest), Sitawaka, Kandy, Jaffna kingdoms. Kotte divided in Vijayaba Kollaya (1521): Bhuvanekabahu VII (Kotte), Mayadunne (Sitawaka), Rayigam Bandara (Rayigama)weakening resistance. Kotte allied with Portuguese for protection against Mayadunne; Bhuvanekabahu VII assassinated (1550), Dharmapala (puppet, Catholic convert) ceded kingdom to Portuguese (deed of gift). Sitawaka (Mayadunne, Rajasinghe I) fiercely anti-Portuguese, conquering Kandy temporarily, Mulleriyawa victory (1600 Portuguese dead), but collapsed after Rajasinghe Is death (1593). Portuguese controlled coasts, Jaffna (1621 after Sankili conflicts), but failed in Kandy: Danture (1594, Pero Lopes de Sousa killed), Balana (1602), Randeniwala (1630, Constantinu de Sa killed), Gannoruwa (1638, Diogo de Melo killed)Kandyan support, defection of low-country troops, guerrilla tactics, natural defenses."
"task: sound_effects
chapter: 1.Industrial Revolution
topic: Expansion to Other Countries and Results
source: The industrial revolution that began in Britain spread to the countries in the European continent also within a short period of time... [full text on spread to Europe (France,Germany,Belgium,Austria,Prussia roads,railways), America (post-independence), Japan (rapid late 19thearly 20th century), Asia (China,India,Sri Lanka by 20th century) making world ""global village""; results: Political (capitalism,laissez-faire Adam Smith, socialism,liberalism from labor struggles, neo-imperialism ? WWI); Economic (factory owners,middle class vs. wage workers, collapse self-sufficient ? import-export, multinational companies,banks); Social (urbanization,overcrowding poor facilities, class divide rich vs. poor workers long hours,child labor,slums,abuse, unions,laws for welfare, environmental pollution water,air).]","bustling_city_crowd, protest_chant, polluted_river_flow, gentle_wind, chime"
